ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,FullAddress,CensusTract_Fetched
OLDER ADULT CENTER CONTRACTS,C0802,BERGEN BASIN INDEPENDENCE OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,114 Taylor Street,BROOKLYN,NY,11249,BROOKLYN,718-388-9242,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.705508,-73.963702,301.0,34.0,545.0,3059905.0,3021760001.0,Williamsburg,POINT (-73.963702 40.705508),"114 Taylor Street, BROOKLYN, NY 11249",054500
NEW YORK CONNECTS CONTRACTS,1C401,NSHOPP - NY CONNECTS - BX (1C4),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,975 Kelly Street Suite #301,BRONX,NY,10459,BRONX,347-862-5200,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.822052,-73.895879,202.0,17.0,87.0,2114693.0,2027037501.0,Longwood,POINT (-73.895879 40.822052),"975 Kelly Street Suite #301, BRONX, NY 10459",008700
CASE MANAGEMENT SERVICES CONTRACTS,1MB01,JASA - CMA - BX03 (1MB),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3000 MIDDLETOWN ROAD,BRONX,NY,10461,BRONX,212-273-5200,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.843886,-73.830311,210.0,13.0,264.0,2074861.0,2054000047.0,Schuylerville-Throgs Neck-Edgewater Park,POINT (-73.830311 40.843886),"3000 MIDDLETOWN ROAD, BRONX, NY 10461",026400
OLDER ADULT CENTER CONTRACTS,C7701,GREAT KILLS OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,11 Sampson Avenue,STATEN ISLAND,NY,10308,STATEN ISLAND,718-356-5050,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.552619,-74.149806,503.0,51.0,14605.0,5062569.0,5046240500.0,Great Kills,POINT (-74.149806 40.552619),"11 Sampson Avenue, STATEN ISLAND, NY 10308",014605
OLDER ADULT CENTER CONTRACTS,C2201,CASC CASSIDY COLES NSC (C22),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,125 Cassidy Place,STATEN ISLAND,NY,10301,STATEN ISLAND,718-273-6808,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.641888,-74.096489,501.0,49.0,81.0,5001762.0,5000710011.0,West New Brighton-New Brighton-St. George,POINT (-74.096489 40.641888),"125 Cassidy Place, STATEN ISLAND, NY 10301",008100
OLDER ADULT CENTER CONTRACTS,C7205,TIMES PLAZA CENTER OAC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,460 Atlantic Avenue,BROOKLYN,NY,11217,BROOKLYN,718-694-0895,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.686296,-73.983223,302.0,33.0,41.0,3000937.0,3001840025.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.983223 40.686296),"460 Atlantic Avenue, BROOKLYN, NY 11217",004100
OLDER ADULT CENTER CONTRACTS,C9501,CENTER FOR ADULTS LIVING WELL @ THE Y (OAC) (C95),YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,54 Nagle Avenue,NEW YORK,NY,10040,MANHATTAN,646-738-6084,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.859993,-73.929129,112.0,10.0,285.0,1064146.0,1021720064.0,Washington Heights North,POINT (-73.929129 40.859993),"54 Nagle Avenue, NEW YORK, NY 10040",028500
CAREGIVER SERVICES CONTRACTS,6K101,HMH – CITYWIDE (6K1),HAMILTON MADISON HOUSE INC,100 Gold Street Lower Level,NEW YORK,NY,10038,MANHATTAN,212-349-3724,Y,7:00,3:00,7:00,3:00,7:00,3:00,7:00,3:00,7:00,3:00,0:00,0:00,0:00,0:00,40.710353,-74.004007,101.0,1.0,1501.0,1001289.0,1000940025.0,Battery Park City-Lower Manhattan,POINT (-74.004007 40.710353),"100 Gold Street Lower Level, NEW YORK, NY 10038",001501
OLDER ADULT CENTER CONTRACTS,C3507,ZEST FOR LIFE OAC (C35),FORT GREENE COUNCIL,261 East 21st Street,BROOKLYN,NY,11236,BROOKLYN,929-626-6020,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.648058,-73.959556,314.0,40.0,51002.0,3117184.0,3051020073.0,Flatbush,POINT (-73.959556 40.648058),"261 East 21st Street, BROOKLYN, NY 11236",051002
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6301,SPRING CREEK NORC (N63),SPRING CREEK SENIOR PARTNERS INC,160 SCHROEDERS AVENUE,BROOKLYN,NY,11239,BROOKLYN,718-348-7620,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.648735,-73.879612,305.0,42.0,105801.0,3343606.0,3044520200.0,Starrett City,POINT (-73.879612 40.648735),"160 SCHROEDERS AVENUE, BROOKLYN, NY 11239",105801
TRANSPORTATION SERVICES CONTRACTS,36701,NY FOUNDATION - TRAN INDIVIDUAL RIDES - MN SOUTH (367),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,404 WEST 54 STREET,NEW YORK,NY,10019,MANHATTAN,212-956-0855,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.766197,-73.987636,104.0,3.0,133.0,1026769.0,1010630035.0,Clinton,POINT (-73.987636 40.766197),"404 WEST 54 STREET, NEW YORK, NY 10019",013300
CASE MANAGEMENT SERVICES CONTRACTS,3MA01,LENOX HILL - CMA - MN 8 11 (3MA),LENOX HILL NEIGHBORHOOD HOUSE INC,331 EAST   70 STREET,NEW YORK,NY,10021,MANHATTAN,212-218-0506,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.766925,-73.95795,108.0,5.0,126.0,1044838.0,1014450014.0,Lenox Hill-Roosevelt Island,POINT (-73.95795 40.766925),"331 EAST   70 STREET, NEW YORK, NY 10021",012601
TRANSPORTATION SERVICES CONTRACTS,19602,RAIN EASTCHESTER - TRAN GROUP RIDES - BX NORTH (196),REGIONAL AID FOR INTERIM NEEDS INC,1246 Burke Avenue,BRONX,NY,10469,BRONX,718-882-8513,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.871144,-73.851046,211.0,12.0,348.0,2093501.0,2045810001.0,Allerton-Pelham Gardens,POINT (-73.851046 40.871144),"1246 Burke Avenue, BRONX, NY 10469",034800
OLDER ADULT CENTER CONTRACTS,W2005,PALMETTO GARDENS SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,85 Palmetto Street,BROOKLYN,NY,11221,BROOKLYN,718-676-0876,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.691599,-73.91884,304.0,37.0,399.0,3076429.0,3033400020.0,Bushwick South,POINT (-73.91884 40.691599),"85 Palmetto Street, BROOKLYN, NY 11221",039900
OLDER ADULT CENTER CONTRACTS,C8801,VISIONS CENTER ON AGING OAC (C88),VISIONS/SERVICES FOR THE BLIND AND VISUALLY IMPAIRED,135 West 23rd Street,NEW YORK,NY,10011,MANHATTAN,646-486-4444,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.743386,-73.993916,104.0,3.0,91.0,1014949.0,1007990021.0,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.993916 40.743386),"135 West 23rd Street, NEW YORK, NY 10011",009100
CASE MANAGEMENT SERVICES CONTRACTS,2MJ01,JASA - CMA - BK13 (2MJ),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3161 Brighton 6th STR,BROOKLYN,NY,11235,BROOKLYN,212-273-5200,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.575657,-73.961105,313.0,48.0,36002.0,3245130.0,3086930012.0,Brighton Beach,POINT (-73.961105 40.575657),"3161 Brighton 6th STR, BROOKLYN, NY 11235",036002
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7101,MASARYK TOWER NORC (N71),UNITED JEWISH COUNCIL OF THE EAST SIDE INC,75 Columbia Street,NEW YORK,NY,10002,MANHATTAN,212-301-8995,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.717567,-73.979986,103.0,2.0,2201.0,1082666.0,1003330001.0,Lower East Side,POINT (-73.979986 40.717567),"75 Columbia Street, NEW YORK, NY 10002",002201
OLDER ADULT CENTER CONTRACTS,C7204,RAICES BLAND SOCIAL CLUB (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,40-15 College Point Blvd,FLUSHING,NY,11354,QUEENS,718-694-0895,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.757803,-73.83414,407.0,20.0,871.0,4443443.0,4050370008.0,Flushing,POINT (-73.83414 40.757803),"40-15 College Point Blvd, FLUSHING, NY 11354",087100
HOME DELIVERED MEAL SERVICE CONTRACTS,36F01,HENRY STREET SETTLEMENT HOME DELIVERY MEAL (36F),HENRY STREET SETTLEMENT,265 Henry Street,NEW YORK,NY,10002,MANHATTAN,212-766-9200,Y,,,,,,,,,,,,,,,40.713857,-73.984532,103.0,1.0,202.0,1079627.0,1002880078.0,Lower East Side,POINT (-73.984532 40.713857),"265 Henry Street, NEW YORK, NY 10002",000202
OLDER ADULT CENTER CONTRACTS,W1601,BETANCES (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,401 St Anns Avenue,BRONX,NY,10454,BRONX,718-292-4922,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.81085,-73.914941,201.0,8.0,41.0,2090993.0,2022690100.0,Mott Haven-Port Morris,POINT (-73.914941 40.81085),"401 St Anns Avenue, BRONX, NY 10454",004300
HOME DELIVERED MEAL SERVICE CONTRACTS,36H01,STANLEY ISAACS NEIGHBORHOOD CENTER (36H),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 EAST   93 STREET,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,,,,,,,,,,,,,,,40.780904,-73.945112,108.0,8.0,152.0,1082367.0,1015730001.0,Yorkville,POINT (-73.945112 40.780904),"415 EAST   93 STREET, NEW YORK, NY 10128",015200
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6805,JASA TRUMPS UNITED NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,458 NEPTUNE AVENUE,BROOKLYN,NY,11224,BROOKLYN,718-372-8815,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.579782,-73.970866,313.0,48.0,35602.0,3196580.0,3072740001.0,West Brighton,POINT (-73.970866 40.579782),"458 NEPTUNE AVENUE, BROOKLYN, NY 11224",035602
OLDER ADULT CENTER CONTRACTS,C7401,PROSPECT HILL NSC (C74),ST JOHN ST MATTHEW EMANUEL LUTHERAN CHURCH,283 Prospect Avenue,BROOKLYN,NY,11215,BROOKLYN,718-499-9574,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.663323,-73.989165,307.0,39.0,141.0,3337801.0,3010530073.0,Park Slope-Gowanus,POINT (-73.989165 40.663323),"283 Prospect Avenue, BROOKLYN, NY 11215",014102
CAREGIVER SERVICES CONTRACTS,6K301,SAGE CAREGIVER CITYWIDE (6K3),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,305 7 AVENUE,NEW YORK,NY,10001,MANHATTAN,212-741-2247,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.746817,-73.993655,105.0,3.0,95.0,1015060.0,1008037502.0,Midtown-Midtown South,POINT (-73.993655 40.746817),"305 7 AVENUE, NEW YORK, NY 10001",009500
HOME DELIVERED MEAL SERVICE CONTRACTS,46E01,CCNS WESTERN QUEENS HOME DELIVERED MEALS PROGRAM (46E),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,89-18 Astoria Boulevard,FLUSHING,NY,11369,QUEENS,718-722-6000,Y,,,,,,,,,,,,,,,40.763727,-73.87957,403.0,22.0,329.0,4032388.0,4013630011.0,Jackson Heights,POINT (-73.87957 40.763727),"89-18 Astoria Boulevard, FLUSHING, NY 11369",032900
OLDER ADULT CENTER CONTRACTS,W1910,PSS CITY ISLAND (W19),PRESBYTERIAN SENIOR SERVICES,116 City Island Avenue,BRONX,NY,10464,BRONX,718-885-0727,Y,8:00,3:00,8:00,3:00,8:00,3:00,8:00,3:00,8:00,3:00,0:00,0:00,0:00,0:00,40.841097,-73.784187,210.0,13.0,516.0,2082432.0,2056400010.0,Pelham Bay-Country Club-City Island,POINT (-73.784187 40.841097),"116 City Island Avenue, BRONX, NY 10464",051601
OLDER ADULT CENTER CONTRACTS,C7101,SOUTHSIDE LOS SURES DAVID SANTIAGO (C71),SOUTHSIDE UNITED HOUSING DEVELOPMENT FUND CORP,201 South 4th Street,BROOKLYN,NY,11211,BROOKLYN,718-384-2314,Y,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,0:00,0:00,0:00,0:00,40.710881,-73.96016,301.0,34.0,523.0,3321304.0,3024320025.0,North Side-South Side,POINT (-73.96016 40.710881),"201 South 4th Street, BROOKLYN, NY 11211",052300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5202,GODDARD RIVERSIDE WEST SIDE NORC (N52),GODDARD-RIVERSIDE COMMUNITY CENTER,593 COLUMBUS AVENUE,NEW YORK,NY,10024,MANHATTAN,212-665-3853,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.788212,-73.970904,107.0,6.0,173.0,1079511.0,1012020001.0,Upper West Side,POINT (-73.970904 40.788212),"593 COLUMBUS AVENUE, NEW YORK, NY 10024",017300
OLDER ADULT CENTER CONTRACTS,C4202,HOMECREST (C42),HOMECREST COMMUNITY SERVICES INC,1413 Avenue T,BROOKLYN,NY,11229,BROOKLYN,718-376-4036,Y,:30,3:30,8:30,3:30,8:30,3:30,8:30,3:30,8:30,3:30,:,:,:,:,40.60102,-73.957543,315.0,48.0,556.0,3196793.0,3072930043.0,Homecrest,POINT (-73.957543 40.60102),"1413 Avenue T, BROOKLYN, NY 11229",055600
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7001,UNION SETTLEMENT FRANKLIN PLAZA NORC (N70),UNION SETTLEMENT ASSOCIATION,2090 SECOND AVENUE,NEW YORK,NY,10029,MANHATTAN,646-713-2420,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.791585,-73.941726,111.0,8.0,170.0,1081081.0,1016780001.0,East Harlem South,POINT (-73.941726 40.791585),"2090 SECOND AVENUE, NEW YORK, NY 10029",017000
HOMECARE SERVICES CONTRACTS,2HR01,NEW PARTNERS - HOME CARE - BK (2HR),NEW PARTNERS INC.,5 Penn Plaza,NEW YORK,NY,10001,MANHATTAN,212-609-7235,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.751861,-73.993716,104.0,3.0,103.0,1013547.0,1007570031.0,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.993716 40.751861),"5 Penn Plaza, NEW YORK, NY 10001",010100
OLDER ADULT CENTER CONTRACTS,C9005,WAYSIDE OUT TOMPKINS PARK SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,550 Greene Avenue,BROOKLYN,NY,11216,BROOKLYN,718-638-3000,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.688666,-73.948775,303.0,36.0,251.0,3050417.0,3017980040.0,Bedford,POINT (-73.948775 40.688666),"550 Greene Avenue, BROOKLYN, NY 11216",025100
CAREGIVER SERVICES CONTRACTS,2K201,JASA BROOKLYN CAREGIVER (2K2),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,161 CORBIN PLACE,BROOKLYN,NY,11235,BROOKLYN,718-934-4180,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.578026,-73.954127,315.0,48.0,61004.0,3245719.0,3087190073.0,Brighton Beach,POINT (-73.954127 40.578026),"161 CORBIN PLACE, BROOKLYN, NY 11235",061004
LEGAL SERVICES CONTRACTS,40A01,JASA LEGAL SERVICES QN (40A),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,97-77 QUEENS BOULEVARD,FLUSHING,NY,11374,QUEENS,718-286-1500,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.728721,-73.858501,406.0,29.0,71701.0,4050482.0,4020920001.0,Rego Park,POINT (-73.858501 40.728721),"97-77 QUEENS BOULEVARD, FLUSHING, NY 11374",071701
CASE MANAGEMENT SERVICES CONTRACTS,1MA01,RAIN - CMA - BX 07 08 11 12 (1MA),REGIONAL AID FOR INTERIM NEEDS INC,3377 White Plains Road,BRONX,NY,10467,BRONX,347-346-9676,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.874872,-73.86706,212.0,12.0,374.0,2087299.0,2046240037.0,Williamsbridge-Olinville,POINT (-73.86706 40.874872),"3377 White Plains Road, BRONX, NY 10467",037400
NEW YORK CONNECTS CONTRACTS,6C401,PSS NY CONNECTS BK (6C4),PRESBYTERIAN SENIOR SERVICES,1655 Flatbush Avenue,BROOKLYN,NY,11210,BROOKLYN,718-671-6200,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.630096,-73.944757,318.0,45.0,776.0,3206459.0,3075790010.0,Flatlands,POINT (-73.944757 40.630096),"1655 Flatbush Avenue, BROOKLYN, NY 11210",077600
LEGAL SERVICES CONTRACTS,20I01,BLS – LEGAL SERVICES – BK MN & SI (20I),BROOKLYN LEGAL SERVICES INC,105 Court Street 4th Floor,BROOKLYN,NY,11201,BROOKLYN,917-661-4500,Y,9:00,4:30,9:00,4:30,9:00,4:30,9:00,4:30,9:00,4:30,0:00,0:00,0:00,0:00,40.690793,-73.991825,302.0,33.0,9.0,3002702.0,3002710023.0,Brooklyn Heights-Cobble Hill,POINT (-73.991825 40.690793),"105 Court Street 4th Floor, BROOKLYN, NY 11201",000900
CAREGIVER SERVICES CONTRACTS,4K101,SUNNYSIDE CAREGIVER QN 01-07 (4K1),SUNNYSIDE COMMUNITY SERVICES INC,43-31 39 Street,LONG ISLAND CITY,NY,11104,QUEENS,718-392-6945,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.74519,-73.925909,402.0,26.0,179.0,4436677.0,4001910005.0,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925909 40.74519),"43-31 39 Street, LONG ISLAND CITY, NY 11104",017901
OLDER ADULT CENTER CONTRACTS,C7702,ARROCHAR (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,44 Bionia Avenue,STATEN ISLAND,NY,10305,STATEN ISLAND,718-698-7979,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.596713,-74.075377,502.0,50.0,64.0,5133958.0,5032700025.0,Grasmere-Arrochar-Ft. Wadsworth,POINT (-74.075377 40.596713),"44 Bionia Avenue, STATEN ISLAND, NY 10305",006400
CASE MANAGEMENT SERVICES CONTRACTS,4MG01,SNAP CMA QN 8 11 13 (4MG),SERVICES NOW FOR ADULT PERSONS INC,80-45 Winchester Blvd.,JAMAICA,NY,11427,QUEENS,718-454-2385,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.737685,-73.734021,413.0,23.0,1567.0,4537294.0,4078800400.0,Bellerose,POINT (-73.734021 40.737685),"80-45 Winchester Blvd., JAMAICA, NY 11427",156700
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5302,HAMILTON MADISON KNICKERBOCKER NORC (N53),HAMILTON MADISON HOUSE INC,36 MONROE STREET,NEW YORK,NY,10002,MANHATTAN,212-349-0616,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.711538,-73.99477,103.0,1.0,8.0,1091021.0,1002530001.0,Chinatown,POINT (-73.99477 40.711538),"36 MONROE STREET, NEW YORK, NY 10002",000800
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6804,JASA WARBASSE CARES NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2844 OCEAN PARKWAY,BROOKLYN,NY,11235,BROOKLYN,718-996-5200,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.580542,-73.968428,313.0,48.0,35601.0,3320735.0,3072530001.0,West Brighton,POINT (-73.968428 40.580542),"2844 OCEAN PARKWAY, BROOKLYN, NY 11235",035601
OLDER ADULT CENTER CONTRACTS,W1905,PSS MANHATTANVILLE (W19),PRESBYTERIAN SENIOR SERVICES,530 West 133rd Street,NEW YORK,NY,10027,MANHATTAN,212-862-5562,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.818127,-73.954478,109.0,7.0,219.0,1084130.0,1019840001.0,Manhattanville,POINT (-73.954478 40.818127),"530 West 133rd Street, NEW YORK, NY 10027",021900
OLDER ADULT CENTER CONTRACTS,W2003,DIANA JONES ISC (W20),RISEBORO COMMUNITY PARTNERSHIP INC,9 Noll Street,BROOKLYN,NY,11206,BROOKLYN,718-782-3601,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.700163,-73.935675,304.0,34.0,391.0,3387594.0,3031450100.0,Bushwick South,POINT (-73.935675 40.700163),"9 Noll Street, BROOKLYN, NY 11206",039100
OLDER ADULT CENTER CONTRACTS,W1901,PSS PARKSIDE (W19),PRESBYTERIAN SENIOR SERVICES,644 Adee Avenue,BRONX,NY,10467,BRONX,718-881-7780,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.86967,-73.869106,211.0,12.0,336.0,2101742.0,2045420100.0,Bronxdale,POINT (-73.869106 40.86967),"644 Adee Avenue, BRONX, NY 10467",033601
CASE MANAGEMENT SERVICES CONTRACTS,4ME01,SELFHELP CMA QN 7 (4ME),SELFHELP COMMUNITY SERVICES INC,45-25 Kissena Boulevard,FLUSHING,NY,11375,QUEENS,718-321-8194,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.751765,-73.820331,407.0,20.0,1205.0,4117390.0,4052000052.0,East Flushing,POINT (-73.820331 40.751765),"45-25 Kissena Boulevard, FLUSHING, NY 11375",120500
OLDER ADULT CENTER CONTRACTS,C5802,RAIN BOSTON ROAD OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,2424 Boston Road,BRONX,NY,10467,BRONX,718547-8827,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.861733,-73.866616,211.0,13.0,330.0,2093401.0,2044310001.0,Bronxdale,POINT (-73.866616 40.861733),"2424 Boston Road, BRONX, NY 10467",033000
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5701,MORNINGSIDE MRHS NORC (N57),MRHS,100 LASALLE STREET,NEW YORK,NY,10027,MANHATTAN,212-666-4000,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.813512,-73.959058,109.0,7.0,211.0,1084114.0,1019780001.0,Morningside Heights,POINT (-73.959058 40.813512),"100 LASALLE STREET, NEW YORK, NY 10027",021100
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6802,JASA BUSHWICK HYLAN NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,50 Humboldt Street,BROOKLYN,NY,11206,BROOKLYN,718-408-7532,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.703179,-73.940761,301.0,34.0,489.0,3338434.0,3031290001.0,Bushwick South,POINT (-73.940761 40.703179),"50 Humboldt Street, BROOKLYN, NY 11206",048900
TRANSPORTATION SERVICES CONTRACTS,24601,JCCGCI - TRAN INDIVIDUAL RIDES - BK (246),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 WEST 37 STREET,BROOKLYN,NY,11224,BROOKLYN,718-449-5000,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.573177,-74.002509,313.0,47.0,340.0,3189617.0,3070650001.0,Seagate-Coney Island,POINT (-74.002509 40.573177),"3001 WEST 37 STREET, BROOKLYN, NY 11224",034000
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5801,PENN SOUTH NORC (N58),PENN SOUTH SOCIAL SERVICES INC,290A 9TH AVENUE,NEW YORK,NY,10001,MANHATTAN,212-243-3670,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.748925,-73.999545,104.0,3.0,97.0,1082794.0,1007510001.0,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.999545 40.748925),"290A 9TH AVENUE, NEW YORK, NY 10001",009700
CASE MANAGEMENT SERVICES CONTRACTS,4MH01,JASA CMA QN 14 (4MH),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,131 BEACH   19 STREET,FAR ROCKAWAY,NY,11691,QUEENS,718-471-6677,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.593761,-73.753207,414.0,31.0,99802.0,4301622.0,4158100055.0,Far Rockaway-Bayswater,POINT (-73.753207 40.593761),"131 BEACH   19 STREET, FAR ROCKAWAY, NY 11691",099802
